empty_server_form_handler,popup_window,https,request_from_other_domain,anchor_from_other_domain,is_popular,long_url,age_of_domain,ip_in_url,target
0.0,0.5,0.0,0.0,0.0,0.5,0.5,1,0,True
1.0,0.5,0.0,1.0,1.0,0.0,1.0,1,0,False
0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0,True
1.0,0.0,0.5,1.0,0.5,0.0,1.0,1,0,True
0.0,0.5,0.0,0.0,0.0,0.0,0.0,1,0,True
0.0,0.0,0.5,0.0,0.0,0.5,1.0,0,1,True
1.0,0.5,1.0,1.0,0.5,0.5,1.0,1,0,False
0.0,0.0,0.5,0.0,0.0,0.5,0.0,1,0,True
0.0,0.5,0.0,0.0,1.0,1.0,0.0,0,0,True
1.0,0.5,1.0,0.5,0.0,1.0,0.0,0,0,False
0.0,0.5,0.0,0.0,0.0,1.0,0.5,0,0,True
1.0,0.5,1.0,0.0,1.0,0.0,1.0,1,0,False
0.0,0.5,0.5,0.0,0.0,0.5,0.5,0,0,True
0.0,0.5,1.0,0.0,0.5,0.0,0.0,1,0,True
0.0,0.0,0.0,1.0,0.0,0.5,0.5,0,0,True
1.0,0.0,1.0,0.5,0.0,0.0,1.0,1,0,False
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,True
1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,0,False
0.0,0.0,1.0,0.0,0.5,1.0,0.5,0,0,True
1.0,0.5,0.5,1.0,0.0,0.5,0.0,1,0,True
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,0,False
1.0,0.0,0.5,0.0,0.0,0.0,1.0,1,0,True
1.0,0.0,0.5,0.5,0.0,0.0,0.5,1,0,False
0.0,0.0,1.0,1.0,1.0,0.5,1.0,1,1,True
0.5,0.0,1.0,0.5,0.5,1.0,0.0,0,0,True
1.0,1.0,0.5,1.0,0.5,0.5,0.0,0,0,False
1.0,0.0,1.0,1.0,1.0,0.5,0.0,1,0,False
0.0,0.5,0.5,0.0,0.0,1.0,0.0,0,0,False
1.0,1.0,1.0,0.5,0.0,0.5,0.5,1,0,False
0.0,1.0,1.0,0.5,0.5,0.0,0.5,1,0,False
1.0,0.5,0.0,0.0,1.0,0.5,0.0,0,0,False
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,True
1.0,0.5,1.0,0.5,0.0,0.0,0.0,1,0,False
1.0,0.0,1.0,0.5,0.0,0.5,1.0,1,0,False
1.0,0.5,1.0,1.0,1.0,0.0,0.5,1,0,False
0.0,1.0,0.0,0.5,0.5,1.0,0.0,0,0,False
1.0,0.5,1.0,0.0,0.0,0.5,0.0,0,0,True
0.5,0.0,0.5,0.0,0.0,1.0,0.0,0,0,True
1.0,0.5,1.0,0.0,1.0,1.0,1.0,0,0,False
0.0,0.0,0.5,1.0,0.0,0.5,0.5,1,0,True
1.0,0.5,1.0,0.0,1.0,1.0,0.0,0,1,False
0.0,0.5,0.0,0.5,0.0,1.0,0.0,0,0,True
1.0,0.0,1.0,1.0,1.0,0.0,0.5,1,0,False
0.0,0.0,1.0,0.0,0.0,0.5,0.0,1,0,True
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,1,False
0.5,0.0,0.0,0.5,1.0,1.0,0.0,0,0,True
1.0,0.0,1.0,0.0,0.0,0.5,0.0,0,0,True
1.0,0.0,0.5,0.0,0.0,0.0,0.5,1,0,True
0.5,0.0,0.0,0.5,0.5,0.0,0.5,1,0,True
0.0,0.0,0.5,1.0,1.0,0.0,0.5,1,0,True
0.0,0.5,0.5,1.0,1.0,1.0,0.0,0,0,True
0.0,0.0,0.5,0.0,0.0,1.0,0.5,0,0,True
1.0,0.0,0.5,0.0,0.0,1.0,0.0,1,0,True
0.0,0.5,1.0,0.0,0.0,0.0,0.5,1,0,True
1.0,0.5,0.0,0.5,0.0,1.0,1.0,0,0,False
1.0,0.0,1.0,0.0,1.0,0.0,0.5,1,0,False
1.0,0.0,0.5,1.0,1.0,0.5,0.0,1,0,False
1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,False
1.0,0.0,1.0,1.0,1.0,0.5,0.0,1,0,False
1.0,0.5,1.0,0.0,1.0,0.0,0.0,1,0,False
1.0,0.0,1.0,0.0,1.0,0.0,0.5,1,0,False
0.0,0.5,0.0,0.0,1.0,1.0,0.5,0,0,True
1.0,0.0,0.5,1.0,0.5,0.0,0.5,1,0,False
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,True
0.5,0.0,0.0,0.5,0.5,0.0,0.5,1,0,True
1.0,0.5,1.0,0.5,0.0,1.0,0.0,0,0,False
1.0,0.0,1.0,0.5,0.0,0.0,0.0,1,0,False
1.0,0.5,1.0,1.0,1.0,0.5,0.0,1,0,False
1.0,0.0,0.5,1.0,1.0,0.0,1.0,1,0,False
0.5,0.5,0.0,0.5,1.0,0.5,1.0,0,1,True
1.0,1.0,1.0,0.0,0.0,0.0,0.5,1,0,False
0.5,0.0,0.0,0.5,0.5,1.0,0.5,0,0,True
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,False
1.0,0.5,1.0,0.0,1.0,1.0,1.0,0,1,False
1.0,0.5,1.0,1.0,1.0,0.5,0.5,1,0,False
1.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,True
1.0,1.0,1.0,0.5,0.5,0.5,0.5,1,0,False
0.5,0.0,1.0,0.5,0.5,0.5,1.0,1,1,True
1.0,0.5,0.5,1.0,1.0,0.5,0.0,1,0,False
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,False
1.0,1.0,1.0,0.0,1.0,0.5,0.5,0,1,False
1.0,0.0,0.5,0.5,0.0,1.0,0.0,0,0,True
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,0,False
0.0,0.0,1.0,0.0,0.5,1.0,1.0,0,0,True
0.0,0.0,1.0,0.5,0.0,1.0,0.0,1,0,True
1.0,0.5,1.0,0.0,1.0,0.5,0.5,1,0,False
1.0,0.0,0.5,0.5,0.0,0.5,0.0,0,0,False
1.0,0.5,1.0,0.0,1.0,0.5,0.5,1,0,False
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,False
1.0,0.5,1.0,1.0,1.0,0.0,0.5,1,1,False
1.0,0.0,0.5,0.0,0.0,0.5,0.0,1,0,True
1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,False
1.0,0.0,0.5,0.0,0.0,0.5,0.5,0,0,True
1.0,0.0,1.0,0.5,0.5,0.0,0.5,1,0,False
1.0,0.0,0.5,1.0,0.5,1.0,0.5,1,0,True
0.0,0.0,1.0,0.5,0.0,1.0,1.0,0,1,True
1.0,0.5,1.0,0.5,0.5,0.5,0.5,1,0,False
1.0,0.5,1.0,0.0,0.0,0.0,0.5,1,0,False
0.5,0.5,0.0,0.5,1.0,0.0,0.0,1,0,True
1.0,1.0,1.0,1.0,1.0,0.0,0.5,1,0,False
0.5,0.5,1.0,0.5,1.0,0.0,1.0,1,0,True
0.0,0.5,0.5,0.0,0.0,0.5,0.5,0,0,True
0.0,0.5,1.0,0.5,0.5,0.5,0.5,1,1,False
1.0,0.5,1.0,0.5,0.0,0.0,0.0,1,0,False
0.0,0.5,0.0,0.0,0.0,0.0,1.0,1,0,True
0.5,0.0,0.0,0.5,1.0,0.0,0.5,1,0,True
1.0,1.0,1.0,1.0,0.5,0.0,0.5,1,0,False
0.5,0.5,0.0,0.5,1.0,0.5,0.0,0,0,True
0.0,0.5,1.0,0.5,0.0,0.0,0.5,1,0,False
1.0,1.0,1.0,0.5,0.0,1.0,0.5,0,0,False
1.0,0.0,1.0,0.0,0.0,0.5,0.5,1,0,False
0.5,0.0,1.0,0.0,0.0,1.0,0.0,1,0,True
0.0,0.0,1.0,0.5,0.0,0.5,1.0,1,1,True
1.0,0.5,1.0,1.0,1.0,1.0,0.5,0,0,False
1.0,0.5,1.0,1.0,0.5,0.0,1.0,1,0,False
1.0,0.5,1.0,1.0,0.5,0.0,0.5,1,0,False
0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0,True
1.0,0.5,1.0,0.5,0.0,1.0,0.5,0,0,False
1.0,0.0,1.0,0.5,0.0,1.0,0.0,0,1,False
0.0,0.0,1.0,0.0,0.0,1.0,0.5,0,0,False
1.0,0.5,0.0,0.5,0.5,1.0,0.5,0,0,False
1.0,0.0,1.0,0.0,1.0,0.0,0.5,1,0,False
0.5,0.5,1.0,0.5,1.0,0.5,1.0,0,0,True
1.0,0.5,1.0,1.0,1.0,0.0,0.0,1,0,False
1.0,0.5,1.0,0.5,0.0,1.0,0.5,0,0,False
0.0,0.0,1.0,0.0,0.0,1.0,0.5,1,0,True
1.0,0.5,1.0,1.0,1.0,0.5,0.0,1,0,False
0.0,0.0,1.0,0.5,0.0,1.0,0.0,0,0,True
1.0,0.5,1.0,1.0,1.0,1.0,0.5,0,0,False
1.0,0.5,1.0,1.0,1.0,0.5,0.5,1,0,False
0.5,0.0,0.0,0.5,1.0,0.0,0.0,1,0,True
0.0,0.0,0.5,0.5,0.0,1.0,0.0,0,0,True
1.0,0.0,1.0,0.0,0.0,0.5,0.5,0,0,True
1.0,0.5,0.0,0.0,0.0,1.0,0.5,0,0,True
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,False
1.0,0.5,0.5,1.0,1.0,1.0,1.0,0,1,False
1.0,0.0,0.5,0.0,1.0,1.0,0.5,0,0,True
0.0,0.5,0.5,0.0,0.0,0.0,0.5,1,0,True
1.0,1.0,1.0,1.0,1.0,0.5,0.5,1,0,False
1.0,0.5,1.0,0.5,0.0,0.5,0.0,1,0,False
1.0,0.5,1.0,0.0,1.0,1.0,0.0,0,0,False
1.0,0.5,1.0,0.5,0.0,1.0,1.0,0,1,False
1.0,0.5,0.0,0.0,0.0,1.0,0.5,0,0,False
1.0,0.5,0.5,0.0,0.0,0.5,0.5,0,0,False
1.0,1.0,1.0,0.0,1.0,0.5,1.0,1,0,False
1.0,1.0,1.0,1.0,1.0,1.0,0.5,0,1,False
0.5,0.5,0.0,0.5,0.5,0.5,0.5,0,0,True
1.0,0.5,1.0,1.0,0.5,0.5,1.0,1,0,False
0.0,0.5,0.5,0.5,0.0,1.0,0.5,0,0,True
1.0,0.0,0.5,1.0,1.0,0.5,0.5,1,0,True
1.0,0.5,0.0,1.0,0.5,1.0,0.0,1,0,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
0.0,0.0,0.5,0.5,0.0,1.0,0.0,1,0,True
1.0,0.0,0.5,1.0,1.0,0.0,1.0,1,0,True
1.0,0.0,0.5,0.0,0.0,0.0,0.0,1,1,True
0.0,0.0,0.5,0.0,0.0,0.5,0.0,0,0,True
0.0,0.5,1.0,0.0,0.0,1.0,0.5,0,0,True
0.0,0.5,0.0,0.0,0.0,0.5,0.5,0,0,True
0.0,0.5,0.0,0.5,0.0,0.0,1.0,1,1,True
0.0,0.0,1.0,0.0,0.5,1.0,0.5,0,0,False
1.0,1.0,1.0,0.0,0.0,1.0,0.5,0,0,False
0.0,0.0,1.0,0.0,0.0,1.0,0.5,0,0,True
1.0,0.0,1.0,1.0,1.0,0.0,0.5,1,0,False
0.5,0.0,0.0,0.5,1.0,1.0,0.0,0,0,True
0.0,0.0,0.0,0.5,0.0,1.0,1.0,0,0,True
1.0,0.5,1.0,0.5,0.0,0.5,1.0,1,0,False
1.0,0.5,1.0,0.5,0.0,0.0,1.0,1,0,False
1.0,0.5,1.0,0.5,0.0,0.5,0.5,1,0,False
1.0,0.5,1.0,1.0,1.0,0.5,0.5,1,0,False
0.0,0.0,1.0,0.5,0.5,1.0,0.0,0,0,False
1.0,0.5,1.0,0.0,1.0,1.0,1.0,0,0,False
0.0,0.0,1.0,0.0,0.0,0.5,0.0,1,0,True
1.0,1.0,1.0,0.5,0.0,0.0,0.0,1,0,False
0.0,0.5,1.0,0.0,0.0,0.5,0.5,1,0,True
1.0,1.0,1.0,0.5,0.0,0.0,0.5,1,0,False
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,0,False
1.0,1.0,1.0,0.5,0.0,0.0,0.0,1,1,False
0.0,0.0,1.0,0.5,0.0,0.5,0.0,1,0,True
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,False
1.0,0.0,1.0,0.5,0.0,1.0,0.5,0,0,False
0.0,0.5,1.0,0.0,0.5,0.5,0.0,1,0,False
1.0,0.5,1.0,0.5,0.0,0.0,0.5,1,0,False
1.0,0.5,0.5,1.0,1.0,0.0,0.0,1,0,False
1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,0,False
0.0,0.5,1.0,0.5,0.0,0.0,1.0,1,0,False
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,True
1.0,0.0,1.0,1.0,1.0,0.5,1.0,1,0,False
1.0,0.5,0.5,1.0,1.0,1.0,0.5,0,0,False
0.0,0.5,0.5,0.5,0.0,0.5,0.5,0,0,True
1.0,0.0,0.5,1.0,0.5,1.0,0.5,1,0,False
1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1,False
0.0,0.5,0.0,0.0,0.0,1.0,0.0,0,0,True
1.0,0.0,0.5,0.0,0.0,0.5,1.0,1,0,True
0.5,0.0,0.0,0.5,0.5,1.0,0.5,0,0,True
1.0,0.5,1.0,0.0,1.0,0.5,1.0,1,0,False
1.0,0.0,1.0,1.0,0.5,0.5,1.0,1,0,False
0.0,0.5,0.0,0.5,0.0,0.0,1.0,1,0,True
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,False
0.0,1.0,1.0,0.5,0.5,0.5,1.0,1,1,False
1.0,0.5,1.0,1.0,1.0,0.0,0.5,1,0,False
0.0,0.0,0.5,0.0,0.0,0.5,0.0,0,0,True
1.0,1.0,0.5,0.0,0.0,1.0,0.5,0,0,False
1.0,0.5,1.0,0.0,1.0,0.0,0.5,1,0,False
1.0,0.5,1.0,0.0,1.0,0.0,1.0,1,0,False
0.0,0.0,0.0,0.5,0.0,1.0,0.0,0,0,True
1.0,0.0,0.5,0.0,0.5,1.0,0.0,1,0,False
0.5,0.5,0.0,0.5,1.0,1.0,0.0,0,0,True
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,False
0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,True
1.0,0.0,0.5,1.0,1.0,0.0,1.0,1,0,False
0.0,0.0,0.0,0.0,0.0,0.5,0.0,1,0,True
1.0,0.5,1.0,0.5,0.0,1.0,0.5,0,0,False
1.0,0.5,1.0,0.5,0.0,0.0,0.5,1,0,False
1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,False
1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,False
1.0,0.5,1.0,0.0,1.0,0.5,1.0,0,0,False
1.0,0.5,1.0,0.0,1.0,0.0,0.5,1,0,False
1.0,0.5,1.0,1.0,1.0,0.0,0.0,1,0,False
0.5,0.0,0.5,0.5,1.0,0.0,0.5,1,0,True
0.0,0.0,1.0,0.0,0.5,1.0,0.5,1,0,True
1.0,0.5,1.0,0.0,0.0,1.0,0.5,0,0,False
1.0,0.5,1.0,0.0,0.0,0.0,0.5,1,0,False
0.0,0.5,0.5,0.0,0.0,1.0,0.5,0,0,True
0.0,0.5,0.0,1.0,1.0,0.5,0.5,1,0,True
1.0,0.5,1.0,1.0,1.0,0.5,0.5,0,0,False
1.0,1.0,0.5,1.0,1.0,0.0,0.5,1,0,False
1.0,0.0,1.0,0.5,0.0,1.0,0.0,1,0,True
1.0,0.5,1.0,0.0,0.0,1.0,0.5,0,1,False
1.0,1.0,0.5,0.5,0.0,0.0,1.0,1,1,False
1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,False
1.0,0.0,1.0,1.0,1.0,0.5,0.5,1,0,False
1.0,0.5,1.0,0.5,0.0,0.0,0.0,1,1,False
1.0,1.0,0.0,0.0,1.0,1.0,0.5,0,0,False
0.5,0.5,0.0,0.5,1.0,1.0,0.5,0,0,True
0.0,0.5,0.0,0.5,0.0,0.0,1.0,1,1,True
1.0,0.5,0.5,0.0,0.0,0.5,0.0,0,0,True
1.0,0.5,1.0,0.0,0.0,0.5,1.0,1,0,False
1.0,0.5,1.0,0.0,1.0,0.0,1.0,1,0,False
1.0,0.5,1.0,0.5,0.0,1.0,0.0,0,1,False
1.0,1.0,1.0,0.0,0.0,0.5,0.5,1,0,False
1.0,0.5,1.0,1.0,1.0,0.5,1.0,1,0,False
0.0,0.0,0.0,0.0,1.0,0.5,0.0,1,0,True
0.0,0.5,0.0,1.0,0.0,1.0,0.0,0,0,True
0.5,0.5,1.0,1.0,1.0,0.5,0.0,1,0,False
0.5,0.5,0.0,0.5,1.0,1.0,0.5,0,0,True
0.0,0.5,0.0,0.0,0.0,1.0,0.5,0,0,True
1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,1,False
1.0,0.0,0.5,0.0,1.0,0.5,0.5,1,0,False
1.0,0.5,1.0,1.0,1.0,0.5,1.0,1,0,False
1.0,0.5,1.0,1.0,1.0,0.0,0.5,1,0,False
1.0,0.0,0.5,1.0,1.0,1.0,0.0,0,0,False
1.0,0.5,1.0,0.5,0.0,1.0,1.0,0,0,False
1.0,0.5,1.0,0.0,1.0,0.0,1.0,1,0,False
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,True
0.0,0.5,1.0,0.5,0.5,0.5,0.5,1,0,False
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,0,False
1.0,0.5,0.5,0.5,0.0,0.5,0.0,0,0,False
0.5,0.0,1.0,0.5,0.5,1.0,1.0,1,0,True
1.0,0.5,1.0,0.0,1.0,0.5,0.0,1,0,False
0.5,0.0,1.0,0.5,1.0,1.0,0.0,0,0,True
1.0,0.5,1.0,0.5,0.0,0.5,1.0,0,0,False
1.0,0.0,0.5,0.0,0.0,0.0,0.5,1,0,False
1.0,0.0,0.5,1.0,1.0,0.0,1.0,1,0,True
1.0,0.5,1.0,0.5,0.0,0.5,1.0,1,0,False
1.0,1.0,1.0,0.5,0.5,0.0,0.5,1,0,False
1.0,0.5,1.0,1.0,1.0,0.0,0.0,1,0,False
1.0,0.5,1.0,0.0,1.0,0.5,0.5,0,0,False
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,True
0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,True
1.0,0.5,0.5,0.0,1.0,1.0,0.5,0,0,False
0.0,0.5,0.0,0.0,1.0,1.0,0.0,0,0,True
1.0,0.5,1.0,0.5,0.5,0.0,0.5,1,0,False
1.0,0.5,1.0,0.0,1.0,0.0,0.0,1,1,False
1.0,0.5,1.0,1.0,1.0,0.5,0.5,1,0,False
1.0,0.0,0.5,1.0,1.0,0.5,0.5,1,0,False
1.0,0.0,0.5,0.0,0.0,0.5,1.0,1,1,True
0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,0,True
1.0,1.0,1.0,1.0,0.5,1.0,0.5,0,0,False
0.0,0.0,0.5,1.0,1.0,0.5,0.5,1,0,False
0.0,0.5,0.0,0.0,0.0,0.5,0.5,0,0,True
1.0,0.5,1.0,1.0,1.0,1.0,0.0,1,0,False
0.0,0.5,1.0,0.0,0.0,0.5,0.5,0,0,True
0.0,0.5,1.0,0.5,0.0,0.5,0.5,1,0,False
1.0,1.0,0.5,1.0,1.0,0.0,0.0,1,0,False
0.5,0.0,0.0,0.5,1.0,1.0,1.0,0,1,True
1.0,1.0,1.0,1.0,1.0,0.0,0.5,1,1,False
1.0,0.0,0.5,0.0,1.0,0.5,0.5,1,0,False
1.0,0.5,1.0,0.5,0.0,0.5,1.0,1,0,False
1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,False
0.0,0.0,1.0,0.0,0.0,0.5,0.0,0,0,True
1.0,0.0,0.5,0.5,0.0,1.0,1.0,0,0,True
0.0,0.5,1.0,0.5,0.0,0.5,0.5,1,0,True
1.0,0.5,1.0,0.0,1.0,1.0,1.0,0,1,False
0.5,0.0,1.0,0.5,1.0,0.0,1.0,1,1,True
1.0,0.5,1.0,0.5,0.5,0.5,0.5,0,0,False
1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,False
0.0,0.0,0.5,0.0,0.0,0.5,0.0,0,0,True
0.5,0.0,1.0,0.5,1.0,0.0,1.0,1,0,True
1.0,0.0,0.5,1.0,1.0,0.5,0.0,0,0,False
1.0,0.5,1.0,0.5,0.5,0.5,0.5,1,1,False
0.0,0.5,0.5,0.0,0.0,1.0,0.5,0,0,True
1.0,0.5,1.0,1.0,1.0,0.0,0.0,1,0,False
1.0,0.5,1.0,1.0,0.5,0.5,0.5,1,0,False
1.0,1.0,1.0,0.5,0.5,0.5,0.5,0,0,False
1.0,0.5,1.0,1.0,1.0,0.0,0.0,1,0,False
1.0,0.5,1.0,0.5,0.0,0.5,1.0,0,0,False
1.0,0.5,1.0,1.0,1.0,0.5,0.5,1,0,False
1.0,0.0,1.0,0.5,0.0,0.0,0.5,1,0,False
1.0,0.0,0.5,0.0,0.0,0.0,0.5,1,0,True
1.0,0.5,1.0,1.0,1.0,0.0,1.0,1,0,False
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,False
1.0,0.5,1.0,1.0,1.0,0.0,0.5,1,0,False
1.0,1.0,1.0,0.5,0.0,0.5,1.0,1,0,False
1.0,0.5,1.0,0.5,0.0,0.5,0.5,1,0,False
